Date,Budget,Expense,Income ($),Expense ($),Source Tab,Matched Keyword,Matched Vendor,Reimbursable Trip,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17
4/10/2025,Groceries,"SAMS CLUB.COM 006279 BENTONVILLE AR
 , PORK B/I BOSTON BUTT,
 CLEMENTINE/MANDARIN, 16OZ DELI
 CONTAINER, 8OZ DELI CONTAINER, REY
 FOIL STND250 2PK, MM HALF STEAM PAN,
 HALF STEAMTABLE LID",$0.00,$195.71,1,sams club.com,,FALSE,,,,,,,,,,,,,,,,,
7/3/2025,Groceries,Samsclub #6436,$0.00,$65.97,2,samsclub,,FALSE,,,,,,,,,,,,,,,,,
10/16/2025,Groceries,SAMSCLUB #6979,$0.00,$1.67,5,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
10/16/2025,Groceries,SAMSCLUB #6979,$0.00,$11.70,5,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Groceries,Samsclub #6979,$0.00,$3.57,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Groceries,Samsclub #6979,$0.00,$89.85,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/19/2025,Groceries,Samsclub #6979,$0.00,$270.39,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/30/2025,Groceries,Samsclub #6979,$0.00,$10.46,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/30/2025,Groceries,Samsclub #6979,$0.00,$3.56,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/6/2025,Groceries,Samsclub #6979,$0.00,$16.41,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
6/16/2025,Groceries,Samsclub #6979,$0.00,$12.98,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
7/1/2025,Groceries,Samsclub #6979,$0.00,$7.64,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
7/28/2025,Groceries,Samsclub #6979,$0.00,$149.63,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
8/23/2025,Groceries,Samsclub #6979,$0.00,$11.46,2,samsclub #6979,,FALSE,,,,,,,,,,,,,,,,,
10/13/2025,Groceries,SAMSCLUB.COM,$0.00,$13.27,5,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
10/10/2025,Groceries,SAMSCLUB.COM,$0.00,$11.64,5,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
10/10/2025,Groceries,SAMSCLUB.COM,$0.00,$235.08,5,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
1/14/2025,Groceries,Samsclub.Com,$0.00,$66.28,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
1/26/2025,Groceries,Samsclub.Com,$0.00,$58.36,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
2/10/2025,Groceries,Samsclub.Com,$0.00,$61.07,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
2/13/2025,Groceries,Samsclub.Com,$0.00,$16.56,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
2/24/2025,Groceries,Samsclub.Com,$0.00,$42.49,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/8/2025,Groceries,Samsclub.Com,$0.00,$6.89,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/10/2025,Groceries,Samsclub.Com,$0.00,$50.22,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/28/2025,Groceries,Samsclub.Com,$0.00,$116.24,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/15/2025,Groceries,Samsclub.Com,$0.00,$40.61,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
3/24/2025,Groceries,Samsclub.Com,$0.00,$88.17,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Groceries,Samsclub.Com,$0.00,$11.85,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
3/27/2025,Groceries,Samsclub.Com,$0.00,$38.76,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
4/9/2025,Groceries,Samsclub.Com,$0.00,$57.85,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
5/12/2025,Groceries,Samsclub.Com,$0.00,$38.75,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
5/14/2025,Groceries,Samsclub.Com,$0.00,$52.92,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
5/15/2025,Groceries,Samsclub.Com,$10.48,$0.00,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
5/26/2025,Groceries,Samsclub.Com,$0.00,$72.90,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Groceries,Samsclub.Com,$0.00,$9.02,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
7/9/2025,Groceries,Samsclub.Com,$0.00,$19.64,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Groceries,Samsclub.Com,$0.00,$46.87,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
9/1/2025,Groceries,Samsclub.Com,$0.00,$64.06,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
9/3/2025,Groceries,Samsclub.Com,$0.00,$59.57,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
9/15/2025,Groceries,Samsclub.Com,$0.00,$28.14,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
9/22/2025,Groceries,Samsclub.Com,$0.00,$105.38,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
9/22/2025,Groceries,Samsclub.Com,$0.00,$37.78,2,samsclub.com,,FALSE,,,,,,,,,,,,,,,,,
2/17/2025,Vacation,SAYLORVILLE,$150.00,$0.00,1,saylorville,,FALSE,,,,,,,,,,,,,,,,,FALSE
1/23/2025,Vacation,SAYLORVILLECHURCH.COM DES MOINES IA,$0.00,$150.00,1,saylorville,,FALSE,,,,,,,,,,,,,,,,,
4/11/2025,Clothing,SCHEELS DES MOINES DES MOINES IA,$0.00,$42.76,1,scheels,,FALSE,,,,,,,,,,,,,,,,,
6/28/2025,Clothing,SCHEELS DES MOINES DES MOINES IA,$0.00,$142.31,1,scheels,,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Transportation,SHADE TREE AUTO - ANKE,$0.00,$114.26,5,shade tree auto,,FALSE,,,,,,,,,,,,,,,,,
5/2/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$5.34,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/2/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$13.44,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/2/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$13.27,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/2/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$13.43,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/2/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$17.77,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/17/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$0.00,$341.68,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/27/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$0.00,$40.89,1,shein,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/8/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$34.35,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,
4/11/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$0.00,$170.79,1,shein,,FALSE,,,,,,,,,,,,,,,,,
8/5/2025,Clothing,"SHEINUSSERVICES,LLC KENT DE",$96.60,$0.00,1,shein,,FALSE,,,,,,,,,,,,,,,,,
6/6/2025,Vacation,SHORE EXCURSIONS GROUP,$0.00,"$1,295.00",1,shore excursions,,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Restaurant,SLIM CHICKENS 16201 ANKENY IA,$0.00,$50.92,1,slim chickens,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/26/2025,Vacation,SNOW.COM/VAIL RESORTS,$0.00,$239.95,1,snow.com,,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Restaurant,Sonic Drive In #4871,$0.00,$6.34,2,sonic,,FALSE,,,,,,,,,,,,,,,,,
6/26/2025,Sports,Sports (Venmo),$0.00,$100.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/9/2025,Subscriptions,SPOTIFY P3961C93C6 NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
2/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
5/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
6/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
7/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
9/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
10/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,
3/7/2025,Subscriptions,SPOTIFY USA NEW YORK NY,$0.00,$21.19,1,spotify,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/7/2025,Sports,SQ *ANKENY JAGUARS SHO ANKENY IA,$0.00,$5.50,1,ankeny jaguars,,FALSE,,,,,,,,,,,,,,,,,
9/17/2025,Health,Sq *Balanced Health &,$0.00,$85.60,2,balanced health,,FALSE,,,,,,,,,,,,,,,,,
1/13/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
2/13/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$48.15,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
5/22/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
5/28/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
6/6/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
10/7/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$65.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
7/16/2025,Health,SQ *BALANCED HEALTH & GOSQ.COM IA,$0.00,$60.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/9/2025,Health,"SQ *BALANCED HEALTH & GOSQ.COM IA
 REGULAR PURCHASES",$0.00,$120.00,1,balanced health,,FALSE,,,,,,,,,,,,,,,,,
3/18/2025,Restaurant,SQ *BIG HEAD BURGER WATERLOO IA,$0.00,$26.07,1,big head burger,,FALSE,,,,,,,,,,,,,,,,,
3/2/2025,Restaurant,Sq *Chocolaterie Stam,$0.00,$5.08,2,chocolaterie stam,,FALSE,,,,,,,,,,,,,,,,,
2/16/2025,Entertainment,Sq *Civic Center,$0.00,$6.00,2,civic center,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/19/2025,Restaurant,SQ *CORNBRED BARBECUE AMES IA,$0.00,$22.47,1,cornbred barbecue,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/13/2025,Restaurant,SQ *MISFIT ISLAND CAFE SITKA AK,$0.00,$7.50,1,misfit island cafe,,FALSE,,,,,,,,,,,,,,,,,
8/14/2025,Vacation,SQ *SKAGWAY MERCANTILE SKAGWAY AK,$0.00,$27.28,1,skagway mercantile,,FALSE,,,,,,,,,,,,,,,,,
8/18/2025,Restaurant,"SQ *VICTORIA KEBAB ON VICTORIA BC
 CA DOLLAR",$0.00,$12.00,1,victoria kebab,,FALSE,,,,,,,,,,,,,,,,,
8/13/2025,Retail,SQ *WINTERSONG SITKA AK,$0.00,$8.48,1,wintersong,,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Vacation,SSV BRECKENRIDGE SPORT BRECKENRIDGE CO,$0.00,$138.83,1,breckenridge sport,,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Restaurant,STAR DRUG STORE GALVESTON TX,$0.00,$19.36,1,star drug store,,FALSE,,,,,,,,,,,,,,,,,
4/5/2025,Restaurant,STARBUCKS STORE 51248 ANKENY IA,$0.00,$25.00,1,starbucks,,FALSE,,,,,,,,,,,,,,,,,
3/11/2025,Retail,Store,$0.00,$7.48,2,store,,FALSE,,,,,,,,,,,,,,,,,
2/13/2025,Housing,SWIMMING POOL SUPPLY C GRIMES IA,$0.00,$133.64,1,swimming pool supply,,FALSE,,,,,,,,,,,,,,,,,
2/28/2025,Health,SWP*UNITYPOINT HEALTH MOLINE IL,$0.00,$26.40,1,unitypoint,,FALSE,,,,,,,,,,,,,,,,,
6/4/2025,Health,SWP*UNITYPOINT HEALTH MOLINE IL,$0.00,"$1,240.79",1,unitypoint,,FALSE,,,,,,,,,,,,,,,,,
7/24/2025,Health,SWP*UNITYPOINT HEALTH MOLINE IL,$0.00,$60.28,1,unitypoint,,FALSE,,,,,,,,,,,,,,,,,FALSE
2/9/2025,Clothing,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Clothing,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Clothing,TARGET,$0.00,$0.94,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Giving,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Giving,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Giving,TARGET,$0.00,$0.94,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Groceries,TARGET,$0.00,$3.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Groceries,TARGET,$0.00,$3.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Groceries,TARGET,$0.00,$6.61,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Housing,TARGET,$0.00,$1.00,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Housing,TARGET,$0.00,$1.00,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Housing,TARGET,$0.00,$1.89,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Retail,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Retail,TARGET,$0.00,$0.50,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Retail,TARGET,$0.00,$0.94,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Toiletries,TARGET,$0.00,$4.00,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/9/2025,Toiletries,TARGET,$0.00,$4.00,1,target,target,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Toiletries,TARGET,$0.00,$7.55,1,target,target,FALSE,,,,,,,,,,,,,,,,,
2/17/2025,Clothing,Target T- 2135 Se Dela,$0.00,$0.32,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/17/2025,Giving,Target T- 2135 Se Dela,$0.00,$0.32,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/17/2025,Groceries,Target T- 2135 Se Dela,$0.00,$2.22,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/17/2025,Housing,Target T- 2135 Se Dela,$0.00,$0.64,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/17/2025,Retail,Target T- 2135 Se Dela,$0.00,$0.32,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/17/2025,Toiletries,Target T- 2135 Se Dela,$0.00,$2.54,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
2/23/2025,Clothing,Target T-1767 2135 Se,$0.00,$0.67,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Clothing,Target T-1767 2135 Se,$0.00,$1.09,2,target,target,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Giving,Target T-1767 2135 Se,$0.00,$0.67,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Giving,Target T-1767 2135 Se,$0.00,$1.09,2,target,target,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Groceries,Target T-1767 2135 Se,$0.00,$4.67,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Groceries,Target T-1767 2135 Se,$0.00,$7.63,2,target,target,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Housing,Target T-1767 2135 Se,$0.00,$1.33,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Housing,Target T-1767 2135 Se,$0.00,$2.18,2,target,target,FALSE,,,,,,,,,,,,,,,,,
9/6/2025,Retail,Target T-1767 2135 Se,$0.00,$1.09,2,target,target,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Retail,Target T-1767 2135 Se,$0.00,$0.67,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Toiletries,Target T-1767 2135 Se,$0.00,$8.72,2,target,target,FALSE,,,,,,,,,,,,,,,,,
2/23/2025,Toiletries,Target T-1767 2135 Se,$0.00,$5.33,2,target,target,FALSE,,,,,,,,,,,,,,,,,FALSE
4/3/2025,Giving,TEAMUP - FUNDRAISER FARGO ND,$0.00,$25.00,1,teamup,,FALSE,,,,,,,,,,,,,,,,,
8/13/2025,Restaurant,THE CELLAR SITKA AK,$0.00,$7.41,1,the cellar,,FALSE,,,,,,,,,,,,,,,,,
4/28/2025,Restaurant,THE CHARTER PATAGON SEATTLE WA,$0.00,$34.78,1,charter patagon,,TRUE,,,,,,,,,,,,,,,,,FALSE
4/11/2025,Clothing,THE CHILDRENS PLACE 17 W DES MOINES IA,$28.59,$0.00,1,the childrens place,,FALSE,,,,,,,,,,,,,,,,,
7/28/2025,Housing,THE HOME DEPOT #2107 ANKENY IA,$0.00,$15.67,1,home depot,,FALSE,,,,,,,,,,,,,,,,,
8/9/2025,Housing,THE HOME DEPOT #2115 URBANDALE IA,$15.67,$0.00,1,home depot,,FALSE,,,,,,,,,,,,,,,,,
2/26/2025,Clothing,Thechildrensplace.Com,$0.00,$35.58,2,thechildrensplace,,FALSE,,,,,,,,,,,,,,,,,
6/9/2025,Clothing,Tj Maxx #853 2010 Se D,$0.00,$36.03,2,tj maxx,,FALSE,,,,,,,,,,,,,,,,,
4/24/2025,Toiletries,Toiletries (Venmo),$86.28,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Toiletries,Toiletries (Venmo),$39.54,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/24/2025,Toiletries,Toiletries (Venmo),$24.26,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/8/2025,Toiletries,Toiletries (Venmo),$0.00,$20.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
10/9/2025,Toiletries,Toiletries (Venmo),$30.56,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/16/2025,Transportation,Transportation (Venmo),$0.00,$10.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/1/2025,Vacation,TST* GRAND SUPERIOR GR TWO HARBORS MN,$0.00,$15.18,1,grand superior,,FALSE,,,,,,,,,,,,,,,,,
5/10/2025,Restaurant,TST*AMERICANA DES MOINES IA,$0.00,$37.00,1,americana,,FALSE,,,,,,,,,,,,,,,,,
6/14/2025,Entertainment,TST*BACKPOCKET PIN AND JOHNSTON IA,$0.00,$38.10,1,backpocket,,FALSE,,,,,,,,,,,,,,,,,
6/14/2025,Restaurant,TST*BANDIT BURRITO JOHNSTON IA,$0.00,$46.28,1,bandit burrito,,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Restaurant,TST*BANDIT BURRITO JOHNSTON IA,$0.00,$34.23,1,bandit burrito,,TRUE,,,,,,,,,,,,,,,,,FALSE
7/3/2025,Restaurant,TST*BUFFALO PHILS WISCONSIN DEL WI,$0.00,$67.32,1,buffalo phil,,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Restaurant,TST*BUFFALO PHILS WISCONSIN DEL WI,$0.00,$64.39,1,buffalo phil,,FALSE,,,,,,,,,,,,,,,,,
9/1/2025,Restaurant,TST*BURGER SHED - ALTO ALTOONA IA,$0.00,$63.50,1,burger shed,,FALSE,,,,,,,,,,,,,,,,,
2/16/2025,Restaurant,Tst*Iowa Taproom,$0.00,$19.80,2,iowa taproom,,TRUE,,,,,,,,,,,,,,,,,FALSE
7/19/2025,Restaurant,TST*SIAM TABLE ANKENY IA,$0.00,$13.73,1,siam table,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/6/2025,Restaurant,Tst*Smokey Ds Bbq - 2N,$0.00,$2.63,2,smokey d,,FALSE,,,,,,,,,,,,,,,,,
9/13/2025,Restaurant,TST*SMOKEY DS BBQ - 2N DES MOINES IA,$0.00,$59.06,1,smokey d,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Vacation,UBER,$0.00,$21.70,1,uber,,FALSE,,,,,,,,,,,,,,,,,
8/12/2025,Vacation,UBER,$0.00,$48.51,1,uber,,FALSE,,,,,,,,,,,,,,,,,
8/10/2025,Vacation,UBER TRIP* TRIP SAN FRANCISCO CA,$0.00,$10.00,1,uber trip,,FALSE,,,,,,,,,,,,,,,,,
4/10/2025,Restaurant,UEP*HOKKAIDO RAMEN HOU ANKENY IA,$0.00,$65.67,1,uep*hokkaido ramen,,FALSE,,,,,,,,,,,,,,,,,
2/15/2025,Restaurant,UEP*HOKKAIDO RAMEN HOU ANKENY IA,$0.00,$50.03,1,uep*hokkaido ramen,,FALSE,,,,,,,,,,,,,,,,,FALSE
1/30/2025,Health,Unitypoint Health Epic,$0.00,$25.00,2,unitypoint,,FALSE,,,,,,,,,,,,,,,,,
4/28/2025,Health,UNITYPOINT HEALTH EPIC WDM IA,$0.00,"$4,719.00",1,unitypoint,,FALSE,,,,,,,,,,,,,,,,,FALSE
1/22/2025,Health,Uph Dm Ank Pharm Wil E,$0.00,$10.00,2,uph dm ank pharm,,FALSE,,,,,,,,,,,,,,,,,
4/10/2025,Health,Uph Dm Ank Pharm Wil E,$0.00,$30.00,2,uph dm ank pharm,,FALSE,,,,,,,,,,,,,,,,,
,Utilities,Utilities (Venmo),$125.74,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,
,Utilities,Utilities (Venmo),$131.45,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,
3/19/2025,Utilities,Utilities (Venmo),$131.15,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/19/2025,Utilities,Utilities (Venmo),$136.51,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/7/2025,Utilities,Utilities (Venmo),$142.42,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/7/2025,Utilities,Utilities (Venmo),$136.51,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/15/2025,Utilities,Utilities (Venmo),$153.06,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/15/2025,Utilities,Utilities (Venmo),$139.92,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
2/1/2025,Vacation,Vacation (Venmo),$220.00,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
2/19/2025,Vacation,Vacation (Venmo),$0.00,$151.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/30/2025,Vacation,Vacation (Venmo),$7.95,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/30/2025,Vacation,Vacation (Venmo),$0.00,$33.46,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/31/2025,Vacation,Vacation (Venmo),$0.00,$15.48,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/31/2025,Vacation,Vacation (Venmo),$0.00,$33.16,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/31/2025,Vacation,Vacation (Venmo),$0.00,$15.44,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/11/2025,Vacation,Vacation (Venmo),$334.09,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/11/2025,Vacation,Vacation (Venmo),$378.00,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/15/2025,Vacation,Vacation (Venmo),$334.09,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Vacation,Vacation (Venmo),$262.15,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/21/2025,Vacation,Vacation (Venmo),$655.38,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/4/2025,Vacation,Vacation (Venmo),$641.94,$0.00,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/6/2025,Vacation,Vacation (Venmo),$0.00,$169.96,3,venmo,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/19/2025,Transportation,VIOC GR0003 ANKENY IA,$0.00,$111.70,1,vioc,,FALSE,,,,,,,,,,,,,,,,,
7/18/2025,Transportation,VIOC GR0003 ANKENY IA,$0.00,$95.39,1,vioc,,FALSE,,,,,,,,,,,,,,,,,FALSE
2/6/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN,$0.00,$122.80,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
5/6/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$245.60,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
6/6/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$122.80,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$70.00,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$10.00,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
7/3/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$11.40,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
9/10/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$131.80,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
10/6/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$131.80,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,
